2470,21,18,1,0.00671,0.08866,0.00233,39548,10
2473,13,18,1,0.00692,0.08866,0.00236,39548,10
2469,2,18,1,0.00662,0.08866,0.00235,39548,10
2474,4,18,1,0.00701,0.0887,0.00234,39548,10
3744,3,18,1,0.00655,0.08874,0.00197,39548,10
3752,18,18,1,0.00702,0.08901,0.0021,39548,10
3752,4,18,1,0.00703,0.08907,0.00203,39548,10
3751,11,18,1,0.00694,0.08907,0.00207,39548,10
3747,19,18,1,0.00686,0.0888,0.00198,39548,10
3747,3,18,1,0.00658,0.08905,0.00203,39548,10
3748,24,18,1,0.00693,0.08872,0.00197,39548,10
3748,3,18,1,0.00698,0.08881,0.002,39548,10
3748,2,18,1,0.00664,0.08905,0.00211,39548,10
3748,6,18,1,0.00669,0.08905,0.00203,39548,10
4431,1,18,1,0.00661,0.08888,0.00179,39548,10
3065,21,18,1,0.00705,0.08896,0.00229,39548,10
3065,3,18,1,0.00707,0.0889,0.00222,39548,10
3062,12,18,1,0.00709,0.08864,0.00216,39548,10
3062,19,18,1,0.00675,0.089,0.00226,39548,10
3062,6,18,1,0.00679,0.08892,0.00225,39548,10
3057,22,18,1,0.00658,0.08867,0.00214,39548,10
3061,7,18,1,0.007,0.08865,0.00218,39548,10
3061,16,18,1,0.00691,0.0887,0.00212,39548,10
3061,20,18,1,0.00667,0.08894,0.00227,39548,10
3058,19,18,1,0.00667,0.0887,0.00215,39548,10
4337,22,18,1,0.00705,0.08871,0.00182,39548,10
4337,11,18,1,0.00675,0.08903,0.0019,39548,10
4338,25,18,1,0.00691,0.089,0.00188,39548,10
4338,2,18,1,0.00681,0.08906,0.00183,39548,10
4333,15,18,1,0.0067,0.08873,0.00181,39548,10
3159,10,18,1,0.00687,0.08878,0.00215,39548,10
3159,3,18,1,0.00658,0.08909,0.00228,39548,10
3160,11,18,1,0.00696,0.08876,0.00216,39548,10
3160,23,18,1,0.00667,0.08905,0.0023,39548,10
3163,23,18,1,0.00697,0.08907,0.00228,39548,10
3164,20,18,1,0.00706,0.08905,0.00225,39548,10
4728,18,18,1,0.00661,0.08911,0.0018,39548,10
2770,16,18,1,0.00698,0.08891,0.00234,39548,10
2769,24,18,1,0.00689,0.08895,0.00236,39548,10
2766,23,18,1,0.00661,0.089,0.00236,39548,10
2766,1,18,1,0.00682,0.08867,0.00223,39548,10
4042,9,18,1,0.00699,0.08873,0.00189,39548,10
4042,3,18,1,0.00694,0.08881,0.00192,39548,10
4041,19,18,1,0.00655,0.08905,0.00194,39548,10
4041,24,18,1,0.00686,0.08873,0.00191,39548,10
4041,21,18,1,0.00688,0.0888,0.00184,39548,10
4038,13,18,1,0.00658,0.08877,0.00188,39548,10
3459,18,18,1,0.00712,0.08907,0.00216,39548,10
3452,25,18,1,0.00681,0.08872,0.0021,39548,10
3452,17,18,1,0.00678,0.0888,0.00204,39548,10
3451,23,18,1,0.0067,0.08875,0.00202,39548,10
3456,8,18,1,0.00683,0.08903,0.00213,39548,10
3456,12,18,1,0.00691,0.08906,0.00218,39548,10
3455,1,18,1,0.00674,0.08905,0.00217,39548,10
3455,3,18,1,0.00702,0.08877,0.00208,39548,10
4630,23,18,1,0.00664,0.08901,0.00181,39548,10
2867,24,18,1,0.00675,0.08908,0.00237,39548,10
2867,14,18,1,0.00709,0.08877,0.00227,39548,10
2863,5,18,1,0.00665,0.08874,0.0023,39548,10
2863,22,18,1,0.0067,0.08876,0.00222,39548,10
2864,17,18,1,0.00676,0.08872,0.00228,39548,10
3354,16,18,1,0.00659,0.08898,0.00217,39548,10
3354,15,18,1,0.00683,0.08863,0.00211,39548,10
3354,16,18,2,0.00686,0.08868,0.00204,39548,10
3357,13,18,1,0.0069,0.08895,0.00221,39548,10
3357,6,18,1,0.00686,0.08892,0.00212,39548,10
3353,8,18,1,0.00679,0.08863,0.00203,39548,10
3358,6,18,1,0.007,0.08892,0.00215,39548,10
2374,13,18,1,0.00696,0.08858,0.00233,39548,10
2370,16,18,1,0.00658,0.08858,0.00232,39548,10
2570,17,18,1,0.00674,0.0888,0.00234,39548,10
2568,10,18,1,0.00656,0.0888,0.00232,39548,10
2572,13,18,1,0.00693,0.08875,0.00232,39548,10
2571,16,18,1,0.00684,0.08872,0.00233,39548,10
3848,6,18,1,0.00701,0.08889,0.00196,39548,10
3848,12,18,1,0.0071,0.08888,0.002,39548,10
3847,13,18,1,0.00692,0.08889,0.00196,39548,10
3847,3,18,1,0.00668,0.08915,0.00203,39548,10
3843,1,18,1,0.0066,0.08882,0.00196,39548,10
3844,9,18,1,0.00669,0.08884,0.00199,39548,10
3844,16,18,1,0.00699,0.08857,0.00191,39548,10
3646,20,18,1,0.00665,0.08862,0.00193,39548,10
3646,16,18,1,0.00663,0.08867,0.00201,39548,10
3649,19,18,1,0.00693,0.08863,0.00199,39548,10
3649,9,18,1,0.00663,0.08897,0.00204,39548,10
3649,16,18,1,0.00671,0.08899,0.0021,39548,10
3645,17,18,1,0.00657,0.08866,0.00193,39548,10
3650,20,18,1,0.00702,0.08865,0.00194,39548,10
3650,10,18,1,0.00678,0.08892,0.00208,39548,10
3653,24,18,1,0.00704,0.08894,0.00204,39548,10
4439,3,18,1,0.00709,0.08913,0.00192,39548,10
4436,18,18,1,0.0068,0.08913,0.00189,39548,10
4436,1,18,1,0.00705,0.08881,0.0018,39548,10
4435,21,18,1,0.0067,0.08913,0.00191,39548,10
2969,11,18,1,0.00703,0.08914,0.00231,39548,10
2966,22,18,1,0.00703,0.08884,0.00231,39548,10
2961,22,18,1,0.00684,0.08858,0.00219,39548,10
2961,9,18,1,0.0066,0.0889,0.00223,39548,20
2961,5,18,1,0.00655,0.0889,0.00231,39548,20
2958,22,18,1,0.00655,0.08857,0.00215,39548,20
